ISSN;Título;Área de Avaliação;Estrato
1517-9729;SCIENTIA UNA (FOCCA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
1517-9737;TERESA (USP);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1518-0395;CADERNOS CAMILLIANI;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1518-0689;CRONOS (NATAL. IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
1518-0743;LINGUAGENS, EDUCAÇÃO E SOCIEDADE;ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
1518-1219;MERIDIANO 47 (UNB);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1518-1243;INICIAÇÃO CIENTÍFICA - CESUMAR;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1518-1766;REVISTA DA ACADEMIA DE LETRAS DA BAHIA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
1518-1944;REVISTA ELETRÔNICA DE ENFERMAGEM;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
1518-2487;EPTIC (UFS);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1518-2703;REVISTA DE DIREITO BANCÁRIO DO MERCADO DE CAPITAIS E DA ARBITRAGEM;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1518-272X;REVISTA DE DIREITO CONSTITUCIONAL E INTERNACIONAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1518-2924;ENCONTROS BIBLI (UFSC);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1518-2924;ENCONTROS BIBLI (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1518-2924;ENCONTROS BIBLI;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1518-3025;REÚNA. REVISTA DE ECONOMIA DA UNA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1518-3025;REUNA - REVISTA DE ECONOMIA, ADMINISTRAÇÃO E TURISMO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1518-3025;REUNA (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1518-3025;REUNA (BELO HORIZONTE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1518-3394;MNEME (CAICÓ. ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
1518-3394;MNEME (CAICÓ. ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1518-3483;REVISTA DIÁLOGO EDUCACIONAL (PUCPR. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1518-3548;WORKING PAPER SÉRIES - BANCO CENTRAL DO BRASIL (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1518-3580;UNOPAR CIENTÍFICA. CIÊNCIAS HUMANAS E EDUCAÇÃO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1518-3769;ADVIR (ASDUERJ);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1518-4196;ESPAÇO PLURAL (UNIOESTE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1518-4196;ESPAÇO PLURAL (UNIOESTE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1518-4463;CIENCIAS SOCIALES Y RELIGIÓN (IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1518-4471;TEORIA & SOCIEDADE (UFMG);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1518-4471;TEORIA & SOCIEDADE (UFMG);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1518-4765;SOMANLU (UFAM);ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
1518-4862;JUS NAVIGANDI;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;C 
1518-5184;CARPE DIEM: REVISTA CULTURAL E CIENTÍFICA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1518-5494;REVISTA VIS (UNB);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1518-5532;REVISTA ANGRAD;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1518-6148;REVISTA MAL-ESTAR E SUBJETIVIDADE (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1518-6369;EM EXTENSÃO (UFU. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1518-6660;POLÍTICA EXTERNA (USP);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
1518-6776;REVISTA DE ADMINISTRAÇÃO MACKENZIE (ON-LINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1518-6776;RAM. REVISTA DE ADMINISTRAÇÃO MACKENZIE (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1518-6776;RAM. REVISTA DE ADMINISTRAÇÃO MACKENZIE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1518-6784;REVISTA BRASILEIRA DO CARIBE (IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1518-7012;INTERAÇÕES (CAMPO GRANDE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1518-8043;REVISTA LIBERATO (NOVO HAMBURGO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1518-8051;REVISTA CIENTÍFICA DA FAI (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
1518-8191;REVISTA BRASILEIRA DE BIOMECÂNICA (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
1518-8345;REVISTA LATINO-AMERICANA DE ENFERMAGEM (USP - RIBEIRÃO PRETO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1518-8345;REVISTA LATINO-AMERICANA DE ENFERMAGEM (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1518-8353;CIÊNCIA DA INFORMAÇÃO (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1518-8353;CIÊNCIA DA INFORMAÇÃO (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1518-8728;ALCEU (PUCRJ);ARQUITETURA, URBANISMO E DESIGN;B2
1518-8728;ALCEU(PUCRJ);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1518-8728;ALCEU (PUCRJ);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1518-8728;ALCEU (PUCRJ);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1518-8787;REVISTA DE SAÚDE PÚBLICA (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1518-8787;REVISTA DE SAÚDE PÚBLICA (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1518-952X;DESENVOLVIMENTO E MEIO AMBIENTE (UFPR);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1518-952X;DESENVOLVIMENTO E MEIO AMBIENTE (UFPR);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1518-9597;AUGUSTO GUZZO REVISTA ACADÊMICA (SÃO PAULO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1518-9740;FISIOTERAPIA BRASIL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1518-9929;ADM. MADE (UNIVERSIDADE ESTÁCIO DE SÁ);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1519-0110;ORG & DEMO (UNESP. MARÍLIA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1519-0412;PENSAR CONTÁBIL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1519-0544;CONTEXTO (UFES);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1519-0545;CONTEXTO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1519-0617;CIBERLEGENDA (UFF. ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1519-0854;ARGUMENTO (JUNDIAÍ);ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
1519-0951;CADERNOS ADENAUER (SÃO PAULO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1519-1060;AGROECOLOGIA E DESENVOLVIMENTO RURAL SUSTENTÁVEL;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1519-1540;REVISTA BRASILEIRA DE GEOMORFOLOGIA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
1519-1974;REVISTA DE CIÊNCIAS HUMANAS (VIÇOSA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
1519-3276;OPSIS (UFG);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1519-3314;HISTÓRIA ECONÔMICA & HISTÓRIA DE EMPRESAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1519-339X;ENFERMAGEM ATUAL (RIO DE JANEIRO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1519-3640;DIÁLOGO (CANOAS);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1519-3829;REVISTA BRASILEIRA DE SAÚDE MATERNO INFANTIL (IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1519-3829;REVISTA BRASILEIRA DE SAÚDE MATERNO INFANTIL (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1519-3861;HISTÓRIA UNISINOS;ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
1519-4388;STUDIUM (UNICAMP);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1519-4744;REVISTA TURISMO E DESENVOLVIMENTO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1519-4744;REVISTA TURISMO & DESENVOLVIMENTO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1519-504X;REVISTA DE ESTUDOS SOCIAIS (UFMT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1519-504X;REVISTA DE ESTUDOS SOCIAIS (UFMT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1519-5392;ENTRETEXTOS (UEL);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1519-5481;O PÚBLICO E O PRIVADO (UECE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
1519-5538;CAMPOS (UFPR);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
1519-5899;ESPAÇO JURÍDICO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1519-5902;REVISTA BRASILEIRA DE HISTÓRIA DA EDUCAÇÃO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1519-6089;CIVITAS - REVISTA DE CIÊNCIAS SOCIAIS (IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1519-6089;CIVITAS - REVISTA DE CIÊNCIAS SOCIAIS (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1519-6186;REVISTA ESPAÇO ACADÊMICO (UEM);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1519-6186;REVISTA ESPAÇO ACADÊMICO (UEM);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1519-6674;LABIRINTO (UNIR);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1519-6674;LABIRINTO (UNIR);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1519-6895;EXTRAPRENSA (USP);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1519-6895;EXTRAPRENSA (USP);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1519-6917;PHILÍA (UERJ);ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
1519-7050;CIÊNCIAS SOCIAIS UNISINOS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1519-7050;CIÊNCIAS SOCIAIS UNISINOS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1519-7077;REVISTA CONTABILIDADE & FINANÇAS (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1519-7204;CONCEITOS (JOÃO PESSOA);ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
1519-7530;REVISTA BRASILEIRA DE PALEONTOLOGIA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
1519-7530;REVISTA BRASILEIRA DE PALEONTOLOGIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1519-7611;EMANCIPAÇÃO (UEPG. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1519-7654;COMCIÊNCIA (UNICAMP);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1519-7654;COMCIÊNCIA (UNICAMP);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1519-7670;OBSERVATÓRIO DA IMPRENSA (SÃO PAULO);ANTROPOLOGIA / ARQUEOLOGIA                        ;C 
1519-7859;AÇÃO ERGONÔMICA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
1519-8227;REVISTA CONTRAPONTOS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
1519-843X;DEBATES DO NER (UFRGS. IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1519-843X;DEBATES DO NER (UFRGS);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1519-8464;PENSAR (UNIFOR);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1519-8634;HOLOS ENVIRONMENT (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1519-874X;GEOLOGIA USP. SÉRIE CIENTÍFICA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1519-9029;POLÍTICA E GESTÃO EDUCACIONAL (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1519-9452;TELLUS (UCDB);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1519-9827;DIREITOS HUMANOS NA SALA DE AULA;ANTROPOLOGIA / ARQUEOLOGIA                        ;C 
1519-9940;REVISTA BRASILEIRA DE SAÚDE E PRODUÇÃO ANIMAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1519-9940;REVISTA BRASILEIRA DE SAÚDE E PRODUÇÃO ANIMAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1520-6483;ENVIRONMENTAL QUALITY MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1521-804X;PORTUGUESE LITERARY & CULTURAL STUDIES;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
1523-6803;JOURNAL OF PUBLIC AFFAIRS EDUCATION (J-PAE.);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1524-1904;APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1525-5050;EPILEPSY & BEHAVIOR (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1527-1900;HISPANIC AMERICAN HISTORICAL REVIEW;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1528-3577;INTERNATIONAL STUDIES PERSPECTIVES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1528-6932;LATIN AMERICAN BUSINESS REVIEW (BINGHAMTON);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1530-9142;REVIEW OF ECONOMICS AND STATISTICS (ONLINE: CATCHWORD LTD.);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1531-426X;LATIN AMERICAN POLITICS AND SOCIETY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1532-2882;JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1532-3005;STRESS AND HEALTH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1532-4141;COMMUNICATIONS IN STATISTICS. SIMULATION AND COMPUTATION,;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1533-2675;JOURNAL OF RELATIONSHIP MARKETING (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1533-2845;JOURNAL OF HUMAN RESOURCES IN HOSPITALITY & TOURISM (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1534-7524;THE JOURNAL OF WEALTH MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1534-973X;MARKETING MANAGEMENT JOURNAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1535-3141;FOODBORNE PATHOGENS AND DISEASE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1535-668X;JOURNAL OF BUSINESS AND MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1536-5433;MANAGEMENT RESEARCH (ARMONK, N.Y.);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1537-1506;CHINESE BUSINESS REVIEW;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1537-1514;USA-CHINA BUSINESS REVIEW. (CHINESE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1537-260X;ACADEMY OF MANAGEMENT LEARNING & EDUCATION;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1537-5110;BIOSYSTEMS ENGINEERING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1537-744X;THE SCIENTIFIC WORLD JOURNAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1540-496X;EMERGING MARKETS FINANCE & TRADE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1540-6210;PUBLIC ADMINISTRATION REVIEW;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1542-4278;LATIN AMERICAN RESEARCH REVIEW;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1542-6297;JOURNAL OF INTERNATIONAL ACCOUNTING RESEARCH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1542-8052;JOURNAL OF CULINARY SCIENCE & TECHNOLOGY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1542-8710;JOURNAL OF ACADEMY OF BUSINESS AND ECONOMICS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1543-3080;JOURNAL OF PHYSICAL ACTIVITY & HEALTH;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1544-5879;MATHEMATICAL ANTHROPOLOGY AND CULTURAL THEORY;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1544-6123;FINANCE RESEARCH LETTERS (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1544-7529;INFORMATION TECHNOLOGIES AND INTERNATIONAL DEVELOPMENT (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1545-2921;ECONOMICS BULLETIN;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1545-4703;TIPITI;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1546-2609;REVIEW OF BUSINESS RESEARCH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1547-5778;JOURNAL OF TRANSNATIONAL MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1548-0518;JOURNAL OF LEADERSHIP & ORGANIZATIONAL STUDIES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1548-0992;REVISTA IEEE AMÉRICA LATINA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1548-3886;INTERNATIONAL JOURNAL OF ELECTRONIC GOVERNMENT RESEARCH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1548-3886;INTERNATIONAL JOURNAL OF ELECTRONIC GOVERNMENT RESEARCH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1550-1876;INTERNATIONAL JOURNAL OF INFORMATION AND COMMUNICATION TECHNOLOGY EDUCATION;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1552-678X;LATIN AMERICAN PERSPECTIVES;ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
1553-7390;PLOS GENETICS;ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
1553-7404;PLOS GENETICS (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
1553-9563;INTERNATIONAL JOURNAL OF BUSINESS STRATEGY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1554-3706;E-MISFÉRICA (NEW YORK);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1554-7191;INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1555-6336;JOURNAL OF INTERNATIONAL FINANCE AND ECONOMICS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1555-8622;ARCHAEOLOGIES;ANTROPOLOGIA / ARQUEOLOGIA                        ;A1
1556-276X;NANOSCALE RESEARCH LETTERS (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1556-2948;JOURNAL OF IMMIGRANT & REFUGEE STUDIES;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
